177.8594	42.9365122403248
178.0938	43.1018627438975
178.3281	43.5212255194961
178.5625	43.1346213228818
178.7969	43.531138877323
179.0313	43.0817463250855
179.2656	43.0758192391898
179.5	43.5027584103456
179.7344	42.8596043668487
179.9844	43.284169278894
180.2188	42.9024407765173
180.4531	42.9317326670197
180.7031	43.0643202695018
180.9375	43.1287075294106
181.1719	42.864916331361
181.4063	42.8988856447069
181.6406	42.8249550021209
181.875	42.9295983445212
182.125	43.3469162113182
182.3594	42.9108648609849
182.5938	42.6818163915802

