3.379937511	-2.160521953 0.00001
3.367856475	-2.216811309 0.00001
3.352304111	-2.287350298 0.00001
3.335004145	-2.361510743 0.00001
3.31695822	-2.449771647 0.00001
3.296767732	-2.543633967 0.00001
3.27110545	-2.665546249 0.00001
3.241569243	-2.806875402 0.00001
3.200577313	-2.987162775 0.00001
3.145998074	-3.244125144 0.00001
