203.07871	120.87912	304.64662 red
202.92729	121.36752	304.95770
202.01871	120.87912	304.64662
201.41300	121.85592	304.80216
200.50443	123.32112	304.18002
200.05014	123.80952	304.18002
199.59586	122.83272	304.64662
199.14157	122.83272	304.18002
198.68729	123.32112	304.02448
198.23300	123.32112	303.71341
197.93014	121.36752	303.40234
197.77871	124.29792	303.71341
197.02157	124.29792	303.55787
196.56729	125.27473	303.40234
196.26443	125.27473	303.55787
195.96157	125.76313	303.24680
195.96157	127.22833	303.40234
195.65871	125.27473	302.31358
195.20443	125.27473	302.78019
194.90157	125.27473	302.46912
194.14443	127.22833	302.46912
193.84157	127.22833	302.78019
193.08443	126.73993	302.93573
192.63014	127.71673	302.93573
192.32729	127.71673	302.31358
192.32729	127.71673	302.46912
191.87300	128.20513	301.84698
191.87300	127.22833	302.00251
191.41871	127.71673	302.15805
190.81300	127.71673	301.53590
191.41871	126.25153	301.38037
191.11586	127.22833	301.06930
191.41871	127.71673	301.38037
191.11586	127.22833	300.29162
191.11586	127.71673	300.60269
191.26729	127.22833	299.98054
191.26729	127.22833	299.82501
191.41871	126.73993	299.66947
191.11586	127.71673	300.29162
189.90443	129.18193	300.29162
188.69300	131.13553	301.06930
187.93586	130.15873	301.38037
187.17871	132.11233	301.69144
186.72443	132.60073	300.91376
186.27014	133.08913	301.38037
185.51300	132.11233	302.15805
185.05871	132.60073	301.38037
184.60443	133.08913	302.15805
183.84729	134.06593	301.69144
183.54443	133.57753	302.15805
182.93871	134.55433	301.69144
182.78729	134.06593	301.53590
182.48443	134.55433	302.15805
182.18157	134.06593	301.53590
181.57586	136.01954	301.84698
181.42443	134.06593	302.15805
180.81871	134.55433	302.00251
180.51586	138.94994	302.31358
180.21300	136.99634	302.31358
180.06157	135.53114	301.69144
180.06157	136.99634	301.84698
179.45586	136.50794	301.53590
179.45586	136.01954	301.53590
179.00157	137.48474	301.69144
178.39586	138.46154	302.15805
177.94157	138.94994	301.69144
177.48729	139.43834	301.53590
177.48729	138.94994	301.53590
176.88157	140.41514	301.53590
176.57871	138.94994	302.15805
175.82157	139.92674	302.15805
175.67014	140.90354	302.46912
175.21586	141.39194	302.31358
174.76157	140.90354	301.69144
174.30729	142.85714	302.31358
174.00443	141.88034	302.46912
173.39871	141.88034	302.15805
173.39871	142.36874	302.46912
172.94443	142.85714	302.31358
172.79300	142.85714	301.84698
172.64157	142.85714	302.15805
172.18729	142.85714	301.84698
171.73300	141.88034	302.15805
171.43014	143.83394	302.15805
171.73300	143.34554	302.15805
171.58157	143.83394	302.15805
171.58157	142.36874	300.91376
171.58157	142.85714	301.22483
171.43014	141.88034	301.53590
