5.309859	4.766101    
5.308361	4.761934 red
5.30611	4.75775
5.304606	4.761934
5.303853	4.766101
5.300837	4.774382
5.299325	4.77025
5.297054	4.778497
5.295536	4.77025
5.293256	4.782596
5.29097	4.790742
5.289444	4.790742
5.287149	4.786677
5.286383	4.790742
5.284082	4.790742
5.282545	4.810823
5.279463	4.806839
5.277146	4.802839
5.274048	4.802839
5.274823	4.806839
5.271718	4.818744
5.269383	4.822681
5.267042	4.818744
5.265478	4.818744
5.262344	4.826603
5.260773	4.830509
5.259199	4.826603
5.256045	4.826603
5.252881	4.845983
5.252881	4.838276
5.250501	4.849815
5.245724	4.857434
5.243327	4.853632
5.240924	4.849815
5.240122	4.864995
5.239319	4.868755
5.233681	4.868755
5.232873	4.8725
5.230445	4.879949
5.226385	4.876231
5.226385	4.883653
5.221492	4.883653
5.219036	4.887343
5.217395	4.891019
5.21493	4.891019
5.214106	4.909201
5.208324	4.905591
5.207495	4.909201
5.204173	4.909201
5.20084	4.912799
5.20084	4.923513
5.197496	4.927059
5.19414	4.923513
5.18993	4.930593
5.189086	4.927059
5.185702	4.941119
5.180605	4.941119
5.1789	4.951536
5.176337	4.948076
5.17291	4.961845
5.172051	4.961845
5.167747	4.968659
5.16429	4.975428
5.162557	4.978795
5.159082	4.975428
5.156467	4.985495
5.152971	4.988828
5.148584	4.988828
5.145942	4.995462
5.143293	4.998762
5.13975	5.002052
5.137974	5.018339
5.135304	5.018339
5.129943	5.021564
5.127251	5.018339
5.125453	5.021564
5.120943	5.034365
5.118227	5.034365
5.115503	5.040704
5.112772	5.047003
5.110034	5.053263
5.106372	5.056378
5.102695	5.053263
5.099006	5.056378
5.095302	5.07181
5.093445	5.07181
5.087854	5.077917
5.086919	5.093023
5.083171	5.083987
5.08035	5.083987
5.077521	5.101979
5.072789	5.104946
5.069939	5.104946
5.065171	5.119652
5.063257	5.110854
5.057494	5.116728
5.055565	5.128373
5.051697	5.128373
5.047814	5.131263
5.043916	5.142741
5.041961	5.14559
5.036073	5.148431
5.034103	5.162516
5.03114	5.159715
5.024193	5.170872
5.022199	5.168095
5.021201	5.176405
5.017197	5.181907
5.013177	5.181907
5.009141	5.195531
5.006103	5.190104
5.002039	5.192821
4.996935	5.211639
4.994886	5.203617
4.991804	5.214298
4.987681	5.224867
4.985613	5.224867
4.980424	5.224867
4.979383	5.237922
4.975208	5.240512
4.971015	5.240512
4.966805	5.255917
4.964693	5.258462
4.959394	5.255917
4.958331	5.268575
4.954067	5.271088
4.948712	5.273594
4.947637	5.281076
4.944406	5.286032
4.940082	5.286032
4.93574	5.290964
4.933561	5.300756
4.92919	5.295872
4.9248	5.305617
4.923699	5.315267
4.919285	5.317665
4.913739	5.324825
4.91485	5.32957
4.910397	5.331934
4.904801	5.336645
4.903678	5.343671
4.899174	5.343671
4.89465	5.350648
4.89465	5.362169
4.890105	5.357576
4.886682	5.36674
4.884394	5.375821
4.880952	5.373559
4.875189	5.380331
4.875189	5.38482
4.870555	5.389289
4.867065	5.391516
4.863562	5.400376
4.862392	5.404776
4.857698	5.402578
4.854163	5.413519
4.850615	5.415693
4.848242	5.424342
4.845865	5.424342
4.841092	5.424342
4.838697	5.424342
4.837497	5.435049
4.836296	5.441418
4.830269	5.437176
4.826635	5.441418
4.824205	5.449848
4.824205	5.451945
4.820549	5.458208
4.81688	5.466498
4.811967	5.462361
4.813197	5.466498
4.810735	5.472671
4.808266	5.476765
4.804551	5.478806
4.799576	5.484903
4.799576	5.482875
4.795829	5.486928
4.794577	5.494984
4.792068	5.492976
4.789552	5.494984
4.785767	5.504964
4.785767	5.502976
4.780698	5.508929
4.779427	5.510905
4.776879	5.51681
4.774325	5.514846
4.771765	5.522681
4.770482	5.520728
4.769198	5.52463
4.765335	5.526576
4.758863	5.53239
4.764044	5.526576
4.76016	5.53817
4.757563	5.53817
4.758863	5.542005
4.752349	5.545826
4.75496	5.547731
4.75496	5.547731
4.747107	5.545826
4.749731	5.555314
4.747107	5.553423
4.744476	5.555314
4.744476	5.560963
4.741838	5.560963
4.743157	5.564712
4.737867	5.568447
4.737867	5.564712
4.735211	5.570309
4.735211	5.572168
4.735211	5.577724
4.731214	5.575875
4.732549	5.58141
4.729879	5.577724
4.727202	5.583248
4.728541	5.583248
4.723172	5.583248
4.724517	5.583248
4.723172	5.590568
4.721826	5.590568
4.721826	5.590568
4.719127	5.590568
4.717775	5.596022
4.719127	5.588743
4.715065	5.594207
4.715065	5.597834
4.715065	5.601447
4.715065	5.596022
4.715065	5.601447
4.712348	5.605048
4.710987	5.605048
4.709624	5.605048
