		
.03125	88.057873843596	0.00001
.15625	88.0483880558983	0.00001
.28125	88.1468115731406	0.00001
.40625	88.4746863580161	0.00001
.53125	88.1490651817679	0.00001
.65625	87.9211900850077	0.00001
.78125	87.8686261310649	0.00001
.90625	88.2111566283357	0.00001
1.03125	87.8282352674127	0.00001
1.15625	87.5879653798492	0.00001
1.28125	87.555357000234	0.00001
1.40625	87.6165179235277	0.00001
1.53125	87.8807344849183	0.00001
1.65625	87.5661619084459	0.00001
1.78125	87.3222578802109	0.00001
1.90625	87.1741747119235	0.00001
2.03125	87.5466502025124	0.00001
2.15625	87.1734136000648	0.00001
2.28125	87.1243152284509	0.00001
2.40625	86.9071407912856	0.00001
2.53125	86.9835826865973	0.00001
2.65625	86.8796218814227	0.00001
2.78125	86.8035218253741	0.00001
2.90625	86.6487095123181	0.00001
3.03125	86.5635768022468	0.00001
3.15625	86.6912312643721	0.00001
3.28125	86.4101139650528	0.00001
3.40625	86.176335860995	0.00001
3.53125	86.2158987262491	0.00001
3.65625	86.1210756697071	0.00001
3.78125	85.649101322708	0.00001
3.90625	85.9913043331954	0.00001
4.03125	85.782325761363	0.00001
4.15625	86.0505618613601	0.00001
4.28125	85.6577684622687	0.00001
4.40625	85.8628468977453	0.00001
4.53125	85.4706122136875	0.00001
4.65625	85.3594193141783	0.00001
4.78125	85.4481066203048	0.00001
4.90625	85.3459268338091	0.00001
5.03125	85.337436829579	0.00001
5.15625	85.0281606793688	0.00001
5.28125	85.1853788045941	0.00001
5.40625	84.9887603538619	0.00001
5.53125	84.9677174652694	0.00001
5.65625	84.9302007647606	0.00001
5.78125	84.7300739533892	0.00001
5.90625	84.7756768288072	0.00001
6.03125	84.6096064775641	0.00001
6.15625	84.5286322972711	0.00001
6.28125	84.3453466017548	0.00001
6.40625	84.3896264802286	0.00001
6.53125	84.2899163923073	0.00001
6.65625	84.1988705036142	0.00001
6.78125	83.7292187424986	0.00001
6.90625	84.0553060152591	0.00001
7.03125	83.9922031325204	0.00001
