.015625 79.3754354729103 72.2551278652137 63.4750721601386 54.5137343003905 47.250554883065 35.4042996093321 25.8243477250573 38.7907276904915 92.5497093943816
.15625 79.311946666532 72.2173439514362 63.4286120848853 54.5074529426084 47.187226609202 35.2623993239689 25.5626104303821 38.8135223482147 92.6529986400587
.265625 79.2056734830676 72.1783037631733 63.4915420521798 54.6001744393313 47.0953231019223 35.3351205100686 25.8950383170416 38.5712623335889 92.4825786048724
.375 79.1788980619473 72.2514669867986 63.4442306290441 54.5184150846725 47.2742942585846 35.245089623153 26.2053539186243 38.7511822562713 92.4256152732502
.484375 79.1360195100834 72.2144915728394 63.4998281526715 54.6473998373781 47.2063804611083 35.391112833432 25.8134736961574 38.3967129948296 92.4753570878371
.59375 79.2199316309689 72.2092577322874 63.5351016173799 54.429465488896 47.3005456312567 35.124059791876 25.9735829328742 38.0724671838893 92.770053595834
.703125 78.9002606117826 72.2388920871649 63.3949507065225 54.5189639051369 47.1496492754128 35.2631091513823 25.7486301230887 38.3613280996205 92.5312917763874
.8125 78.8043342702634 72.2911786630398 63.4644593616593 54.7161927324083 47.1899828263697 35.7552072105556 25.6038866330802 38.6570841325834 92.9596355931857
.921875 78.7919676795332 72.0308562252602 63.3960437129474 54.4740431692698 47.1928881637573 35.3408277522438 25.9706106657901 38.5900724038428 92.9675304261628
1.03125 79.2377954301211 72.0898242988526 63.5836339073696 54.5945103910863 47.2814337974213 35.2115570752031 25.6864870720671 38.6823381636038 92.5739946132657
1.171875 78.8120010851125 72.123452761268 63.5335244133345 54.4833903461212 47.1381602867083 35.2480392971401 25.8484723706401 38.2082637771958 92.6565375796473
1.28125 78.8604630193852 72.1737425799707 63.3959893278779 54.566177052975 47.1314455639001 35.3738443788594 25.2707302303544 38.3917000535287 92.9847739005047
1.390625 78.8161375610466 72.1052743049746 63.484853724988 54.5276136681091 47.0709930286156 35.4884469557962 26.2275659925557 38.1956337532849 93.031698026743
1.5 78.7059461457131 72.1063503745822 63.4481253555615 54.4601311918466 47.1807437467143 35.3275947303486 25.6554579352396 38.2157594617306 93.0240614446747
1.609375 78.842734355276 72.2003029696662 63.494038645899 54.6388157077693 47.3001907144004 35.2392378839586 25.7468114363122 38.3746925898938 93.0401444290112
1.71875 78.5334480179436 72.13346100047 63.431653149933 54.482629684742 47.1973310825487 35.402991823992 25.6248949673877 38.7238547830748 93.3738210684921
1.828125 78.4718752337657 72.0680722626129 63.5434193475412 54.4560884931344 47.3743964625767 35.397775496226 25.7617103830797 38.7393167291457 93.1307255605749
1.9375 78.3119769543115 72.0986818355927 63.4711349716441 54.5373078226233 47.2219221091272 35.4896895172899 25.99178007565 38.4555988123835 92.8254999727748
