#tempo  volume  pressao temperatura
60.208	148.37	195.12	312.27
60.554	148.06	197.07	312.89
60.9	147.45	198.53	312.89
61.246	146.84	198.53	313.20
61.592	146.22	199.51	313.36
61.938	145.61	201.95	313.67
62.284	144.69	202.93	314.13
62.63	144.24	203.42	314.29
62.976	143.62	205.37	314.60
63.322	142.86	205.86	314.76
63.668	142.25	206.35	315.22
64.014	141.48	209.28	315.38
64.36	141.02	210.26	315.69
64.706	139.95	210.74	315.69
65.052	139.95	213.68	316.16
65.398	139.04	214.16	316.62
65.744	138.42	214.65	316.47
66.09	137.96	217.09	317.09
66.436	137.05	220.02	316.62
66.782	136.74	217.09	317.56
67.128	135.82	221.49	318.02
67.474	135.36	222.47	318.33
67.82	134.60	224.42	318.18
68.166	134.45	224.91	318.64
68.512	133.53	225.40	319.42
68.858	133.07	228.82	319.58
69.204	132.46	228.82	319.58
69.55	132.15	228.33	319.89
69.896	130.93	231.26	320.36
70.242	130.62	233.70	320.82
70.588	129.86	235.65	320.98
70.934	129.09	235.65	321.13
71.28	128.48	236.63	321.60
71.626	128.02	238.58	322.07
71.972	127.56	241.51	322.22
72.318	126.95	242.98	322.84
72.664	126.03	243.47	323.00
73.01	125.57	244.44	323.00
73.356	125.12	247.37	323.62
73.702	124.35	248.35	323.93
74.048	124.05	249.33	323.93
74.394	123.43	250.31	324.71
74.74	122.97	252.26	325.33
75.087	122.21	255.19	325.49
75.433	121.60	256.17	325.80
75.779	120.83	257.14	323.31
76.125	120.53	256.17	326.11
76.471	120.22	260.07	326.58
76.817	119.76	262.03	327.04
77.163	119.00	263.98	327.51
77.509	118.54	265.93	327.35
77.855	118.08	265.93	328.13
78.201	117.47	268.38	328.44
78.547	116.86	269.84	328.60
78.893	115.63	270.82	330.00
79.239	116.09	271.79	329.22
79.585	115.48	274.24	330.31
79.931	115.02	277.66	330.15
80.277	114.41	279.61	330.62
80.623	113.95	280.59	330.78
80.969	113.34	281.56	331.40
81.315	113.03	281.56	331.55
81.661	112.57	284.00	332.02
82.007	111.96	284.49	332.64
82.353	111.50	286.94	332.80
82.699	111.04	289.38	333.27
83.045	110.58	292.80	333.73
83.391	110.13	293.77	333.89
83.737	109.21	294.75	334.35
84.083	109.21	296.21	334.82
84.429	108.90	297.68	335.29
84.775	108.60	300.12	335.75
85.121	107.98	301.10	335.75
85.467	107.68	303.05	336.06
85.813	107.07	300.61	336.84
86.159	106.76	302.56	337.15
86.505	106.15	306.96	337.31
86.851	105.84	307.94	335.75
87.197	105.38	307.94	338.24
87.543	105.08	310.87	338.86
87.889	105.08	313.31	339.18
88.235	104.47	314.77	339.33
88.581	104.62	314.77	339.64
88.927	104.01	316.73	340.11
89.273	103.55	318.68	340.58
89.619	102.63	321.12	340.58
89.965	102.63	322.10	341.98
90.311	102.17	323.57	341.35
90.657	101.87	324.54	341.98
91.003	101.41	327.47	342.44
91.349	101.10	328.94	343.22
91.696	100.64	329.43	343.53
92.042	100.34	331.38	343.84
92.388	100.18	332.84	344.15
92.734	99.72	333.82	344.62
93.08	99.42	336.26	344.77
93.426	98.81	338.22	345.24
93.772	98.65	339.19	346.02
94.118	98.35	341.15	346.49
94.464	98.04	344.08	346.64
94.81	97.74	346.03	346.80
95.156	97.28	347.50	347.26
95.502	96.97	348.96	347.89
95.848	96.82	350.92	348.04
96.194	96.36	352.87	349.29
96.54	97.12	354.82	349.60
96.886	95.75	354.82	349.44
97.232	95.29	355.80	350.06
97.578	95.44	357.75	350.37
97.924	95.29	357.75	349.60
98.27	94.52	355.80	351.15
98.616	94.68	354.82	351.93
98.962	94.52	355.80	352.24
99.308	94.52	356.29	352.55
99.654	94.52	359.71	352.09
