539.6663542	0.000106667	541.5120317	538.2246873	6.67E-06
564.9404006	0.00025	567.8778322	562.6344828	2.00E-05
613.6167544	0.00049	619.2244098	609.3809838	3.00E-05
650.4777754	0.000816667	657.2204151	642.8843873	1.67E-05
689.2061205	0.000963333	698.7288433	680.7118357	6.67E-06
749.3932207	0.00203	762.9581955	736.7622752	1.00E-05
801.1502669	0.002983333	819.7605483	784.3828806	1.67E-05 red
890.5378942	0.003573333	915.9059482	867.504161	4.67E-05
1003.122006	0.005426667	1043.437392	969.5011308	1.33E-04
1148.170738	0.005976667	1201.012605	1099.628751	2.33E-05
1583.072362	0.00496	1686.378515	1484.230655	1.00E-05 
1914.61585	0.003776667	2066.292726	1780.598483	2.33E-05 red
3291.146893	0.001413333	3705.405694	2966.569705	1.33E-05
4248.850208	0.000853333	4876.784387	3771.190354	1.67E-05
1318.743156	0.00606567	1388.092042	1252.029984	0.00001867
1433.020009	0.0058200047	1519.174342	1352.580831	0.00001973
				
								
				
