290.1875	35.7682134727817
290.4844	35.3577419886349
290.7813	34.5491578217931
291.0625	33.2825440238102
291.3594	34.8978979896919
291.6406	34.6535345785684
291.9219	34.5564362801692
292.2031	34.4758972345497
292.5	34.3742539956276
292.7969	34.5718246548873
293.0938	34.286680131151
293.3906	34.6842045207691
293.6875	34.1040272164942
293.9844	35.0032097538868
294.2813	34.3715672299879
294.5781	34.2655149260182
295.1719	34.5422603154355
295.4688	34.4060879675383
295.7656	34.8099809941505
296.0625	34.3834313311381
296.3594	34.2577556703694
296.6563	34.0040462605979
296.9531	34.4641620633839
297.25	34.378906851107
297.5469	34.3203549760581
297.8438	34.1729227847083
298.1406	35.3591150183755
298.4375	35.3733890198113
298.7344	35.1232405949767
299.0313	34.1038481218239
299.3281	34.1732776678697
299.9219	34.2002779707083
300.2188	33.9947736409323
300.5156	34.0641941005878
300.8125	34.2113339196722
301.1094	34.273136521401
301.4063	34.2065287752913
301.7031	33.1301191940892
302	33.9213303245155
302.2969	34.067984088906
302.5938	33.9299813174028
302.8906	33.7222955402517
303.1875	34.3461585972034
303.4844	33.7805251306014
303.7813	34.2728070071827
304.0781	32.587771998613
304.6719	33.4961043066871
304.9688	33.938532001002
305.2656	33.1391983589221
305.5625	34.2545038467387
305.8594	33.5869070032632
306.1563	33.6420138579567
306.4531	34.2695478103034
306.75	33.8306041552157
307.0469	33.6836496733381
307.3438	32.962378425178
307.6406	34.0120050613718
307.9375	33.7315999742964
308.2344	33.859187284215
