202.32169	117.46032	298.42518     red
202.01883	116.97192	298.73626
201.56455	116.48352	299.04733
201.26169	116.97192	299.04733
201.11026	117.46032	299.3584
200.50455	118.43712	299.04733
200.20169	117.94872	299.66947
199.74741	118.92552	299.20286
199.44455	117.94872	299.98054
198.99026	119.41392	299.82501
198.53598	120.39072	299.3584
198.23312	120.39072	299.98054
197.77884	119.90232	300.29162
197.62741	120.39072	300.29162
197.17312	120.39072	300.91376
196.87027	122.83272	299.98054
196.26455	122.34432	301.22483
195.81027	121.85592	300.91376
195.20455	121.85592	301.22483
195.35598	122.34432	301.22483
194.75027	123.80952	300.75822
194.29598	124.29792	300.60269
193.8417	123.80952	301.38037
193.53884	123.80952	301.38037
192.93313	124.78632	301.84698
192.63027	125.27473	301.69144
192.32742	124.78632	302.31358
191.7217	124.78632	302.15805
191.11599	127.22833	302.15805
191.11599	126.25153	302.46912
190.6617	127.71673	302.15805
189.75313	128.69353	302.93573
189.29885	128.20513	302.31358
188.84456	127.71673	303.09126
188.69313	129.67033	303.40234
188.54171	130.15873	302.93573
187.48171	130.15873	303.86894
187.33028	130.64713	303.55787
186.87599	131.62393	303.40234
186.11885	131.13553	304.18002
186.11885	132.11233	303.71341
185.21028	132.11233	304.49109
184.756	132.60073	304.49109
184.45314	133.08913	304.9577
183.99886	133.08913	304.64662
183.84743	135.53114	305.26877
182.78743	135.04274	305.57984
182.636	135.53114	305.26877
182.03029	135.53114	305.26877
181.42457	136.01954	305.89091
181.42457	137.48474	305.89091
180.81886	137.97314	306.51306
180.21315	137.48474	306.35752
179.456	138.46154	306.35752
179.30458	137.97314	306.51306
178.69886	139.92674	306.66859
177.79029	139.92674	307.1352
177.48744	141.39194	307.29074
177.03315	140.90354	307.60181
176.42744	142.85714	307.1352
176.27601	142.85714	307.75734
175.51887	143.83394	308.37949
174.91315	144.81074	308.69056
174.6103	145.29915	308.37949
174.00458	144.81074	309.00163
173.5503	146.27595	308.53502
172.94459	146.76435	309.00163
172.18744	146.76435	309.15717
171.73316	147.74115	309.62378
171.27887	148.22955	309.62378
170.67316	148.71795	309.77931
170.3703	151.15995	310.24592
169.91602	151.15995	310.71253
169.00745	151.64835	310.55699
168.55316	151.15995	311.17914
168.25031	151.64835	310.86806
167.49316	153.60195	311.49021
167.03888	153.60195	312.26789
166.58459	154.57875	311.80128
166.13031	155.55556	311.64574
165.67602	156.53236	312.89003
165.07031	157.02076	312.42342
164.4646	156.53236	313.04557
163.85888	157.02076	313.35664
163.25317	159.46276	313.35664
162.95031	159.46276	314.44539
162.04174	160.43956	313.97879
161.89031	162.88156	314.13432
161.2846	161.41636	314.28986
160.83032	161.41636	314.912
160.37603	164.34676	315.06754
159.61889	164.83516	315.37861
159.1646	164.83516	315.84522
158.40746	167.27717	315.53415
158.10461	165.81197	316.15629
157.19604	166.78877	317.08951
156.89318	168.74237	316.6229
156.28747	168.74237	316.93397
155.68175	169.23077	318.02272
155.07604	171.18437	317.55611
154.77318	171.67277	317.40058
153.86461	172.16117	318.17826
153.56175	174.60317	318.48933
153.10747	174.11477	318.64487
152.04747	176.06838	318.95594
151.74461	175.57998	319.88915
151.59319	177.04518	319.11147
150.98747	178.02198	319.26701
150.38176	178.02198	320.66683
149.77605	180.46398	320.20023
149.32176	179.48718	320.66683
148.71605	179.97558	321.13344
147.95891	183.39438	321.44451
147.65605	181.92918	320.82237
147.20176	183.88278	322.22219
146.59605	185.83639	322.53327
146.29319	185.83639	322.6888
145.53605	185.83639	323.31095
145.38462	188.27839	323.62202
144.77891	188.76679	323.93309
144.1732	188.76679	324.24416
143.56748	191.69719	324.24416
143.26463	192.18559	324.55523
142.50748	191.69719	325.48845
142.35606	194.13919	325.48845
141.75034	194.62759	325.79952
140.9932	195.116	326.5772
140.84177	196.5812	326.73274
140.38749	197.558	326.73274
139.78177	197.558	327.51042
139.17606	198.5348	327.97703
138.8732	200.4884	328.2881
138.26749	199.5116	328.75471
137.66178	201.4652	328.91024
137.51035	203.4188	328.91024
136.90464	203.9072	329.53239
136.14749	205.37241	330.31007
136.29892	206.34921	329.999
135.69321	206.83761	330.4656
134.93607	207.81441	331.86543
134.78464	209.27961	331.39882
134.17892	209.27961	330.93221
133.57321	210.74481	332.33204
133.57321	213.18681	332.33204
132.9675	212.21001	332.79864
132.51321	214.16361	333.26525
132.21036	216.11722	333.57632
131.75607	215.62882	333.8874
130.99893	217.09402	334.354
130.99893	218.07082	334.50954
130.39322	219.04762	334.97615
129.93893	219.53602	335.59829
129.48465	221.48962	335.75383
129.33322	222.46642	336.0649
128.7275	221.97802	336.68704
128.27322	224.42002	336.53151
127.81893	224.90842	336.99812
127.51608	226.86203	337.30919
127.21322	226.86203	338.08687
126.60751	226.86203	338.08687
126.30465	226.86203	339.48669
126.15322	229.30403	339.17562
126.00179	230.76923	339.48669
